chrom,position,ref_reads,alt_reads
chr3,1076250,7,39
chr2,1076260,28,9
chr3,1076270,41,145
chr3,1076280,67,129
chr1,1076290,79,22
chr3,1076300,137,54
chr3,1076310,77,14
chr1,1076320,51,22
chr1,1076330,136,45
chr2,1076340,30,60
chr2,1076350,9,174
chr2,1076360,154,11
chr3,1076370,17,40
chr2,1076380,70,86
chr1,1076390,20,178
chr2,1076400,24,30
chr3,1076410,44,57
chr3,1076420,77,75
chr2,1076430,121,40
chr3,1076440,163,14
chr3,1076450,14,9
chr3,1076460,174,12
chr2,1076470,73,99
chr3,1076480,126,49
chr2,1076490,83,86
chr2,1076500,150,28
chr3,1076510,7,35
chr2,1076520,21,46
chr2,1076530,130,37
chr3,1076540,102,42
chr3,1076550,73,112
chr2,1076560,66,8
chr1,1076570,50,37
chr1,1076580,73,34
chr1,1076590,2,18
chr1,1076600,24,130
chr2,1076610,58,56
chr3,1076620,76,83
chr1,1076630,9,116
chr3,1076640,12,140
chr1,1076650,9,118
chr1,1076660,159,38
chr1,1076670,45,16
chr3,1076680,45,76
chr3,1076690,68,75
chr1,1076700,148,11
chr3,1076710,109,13
chr1,1076720,29,136
chr2,1076730,20,73
chr3,1076740,88,39
chr1,1076750,28,113
chr2,1076760,17,19
chr2,1076770,22,68
chr1,1076780,42,39
chr2,1076790,55,5
chr2,1076800,75,63
chr1,1076810,89,92
chr2,1076820,33,31
chr2,1076830,65,12
chr1,1076840,10,188
chr1,1076850,110,35
chr2,1076860,144,37
chr3,1076870,33,30
chr1,1076880,16,18
chr3,1076890,58,39
chr1,1076900,21,68
chr3,1076910,95,102
chr1,1076920,43,77
chr2,1076930,54,125
chr2,1076940,22,0
chr3,1076950,50,55
chr3,1076960,16,77
chr1,1076970,64,6
chr1,1076980,42,44
chr3,1076990,13,82
chr3,1077000,68,44
chr2,1077010,103,92
chr3,1077020,15,149
chr2,1077030,20,6
chr3,1077040,30,2
chr2,1077050,28,111
chr2,1077060,13,72
chr2,1077070,8,15
chr1,1077080,76,81
chr2,1077090,21,86
chr3,1077100,13,23
chr3,1077110,54,17
chr3,1077120,147,6
chr1,1077130,48,40
chr2,1077140,33,123
chr1,1077150,2,38
chr2,1077160,2,41
chr3,1077170,4,19
chr2,1077180,79,92
chr1,1077190,13,9
chr1,1077200,31,56
chr1,1077210,29,91
chr1,1077220,96,91
chr3,1077230,174,21
chr1,1077240,15,58
chr1,1077250,29,25
chr1,1077260,56,19
chr3,1077270,61,66
chr2,1077280,24,35
chr3,1077290,66,21
chr3,1077300,9,56
chr3,1077310,72,25
chr2,1077320,123,37
chr1,1077330,104,70
chr3,1077340,7,18
chr1,1077350,3,33
chr1,1077360,21,162
chr2,1077370,8,110
chr2,1077380,90,10
chr3,1077390,18,3
chr2,1077400,37,59
chr2,1077410,130,69
chr2,1077420,23,62
chr1,1077430,22,49
chr2,1077440,6,105
chr3,1077450,146,44
chr2,1077460,27,14
chr3,1077470,73,57
chr3,1077480,95,31
chr2,1077490,31,55
chr1,1077500,92,67
chr3,1077510,42,46
chr3,1077520,69,34
chr3,1077530,118,4
chr2,1077540,34,24
chr3,1077550,19,13
chr2,1077560,58,2
chr3,1077570,53,23
chr1,1077580,18,13
chr3,1077590,22,10
chr2,1077600,115,24
chr2,1077610,56,60
chr3,1077620,30,46
chr2,1077630,23,36
chr1,1077640,22,115
chr2,1077650,45,54
chr3,1077660,78,69
chr1,1077670,43,149
chr2,1077680,29,25
chr3,1077690,5,17
chr2,1077700,79,60
chr3,1077710,13,11
chr2,1077720,12,18
chr2,1077730,117,28
chr1,1077740,58,32
chr1,1077750,105,31
chr2,1077760,105,52
chr3,1077770,97,28
chr3,1077780,65,70
chr2,1077790,38,143
chr2,1077800,19,67
chr1,1077810,37,13
chr2,1077820,10,84
chr2,1077830,43,47
chr3,1077840,48,37
chr1,1077850,18,71
chr1,1077860,17,43
chr2,1077870,42,137
chr1,1077880,33,6
chr3,1077890,100,97
chr2,1077900,33,139
chr2,1077910,80,79
chr3,1077920,15,43
chr1,1077930,56,108
chr1,1077940,11,53
chr3,1077950,110,48
chr3,1077960,35,54
chr3,1077970,113,31
chr3,1077980,56,114
chr1,1077990,25,85
chr1,1078000,80,9
chr3,1078010,51,134
chr3,1078020,92,57
chr2,1078030,90,13
chr2,1078040,66,42
chr1,1078050,77,21
chr2,1078060,78,54
chr2,1078070,75,37
chr2,1078080,19,72
chr1,1078090,40,144
chr2,1078100,33,35
chr3,1078110,68,3
chr1,1078120,4,48
chr2,1078130,15,26
chr1,1078140,117,16
chr2,1078150,32,120
chr1,1078160,29,8
chr3,1078170,99,86
chr2,1078180,60,77
chr2,1078190,77,59
chr1,1078200,13,43
chr3,1078210,50,33
chr2,1078220,134,23
chr3,1078230,11,87
chr2,1078240,27,162
chr3,1078250,37,105
chr2,1078260,104,91
chr1,1078270,54,9
chr1,1078280,26,75
chr3,1078290,95,11
chr2,1078300,33,2
chr2,1078310,34,39
chr3,1078320,92,29
chr2,1078330,167,15
chr1,1078340,63,54
chr2,1078350,151,24
chr1,1078360,16,5
chr3,1078370,101,12
chr2,1078380,126,34
chr3,1078390,62,126
chr1,1078400,17,61
chr3,1078410,48,40
chr3,1078420,68,70
chr2,1078430,95,16
chr3,1078440,57,7
chr3,1078450,113,54
chr2,1078460,18,25
chr3,1078470,25,85
chr1,1078480,40,73
chr2,1078490,58,19
chr1,1078500,144,30
chr2,1078510,40,133
chr3,1078520,88,59
chr1,1078530,11,15
chr1,1078540,90,99
chr1,1078550,18,48
chr3,1078560,11,61
chr1,1078570,8,49
chr1,1078580,33,39
chr3,1078590,89,73
chr3,1078600,123,50
chr3,1078610,6,61
chr1,1078620,63,51
chr1,1078630,143,23
chr1,1078640,85,71
chr2,1078650,64,19
chr1,1078660,51,61
chr1,1078670,54,90
chr2,1078680,130,68
chr2,1078690,54,4
chr1,1078700,3,20
chr2,1078710,39,106
chr1,1078720,6,16
chr3,1078730,58,25
chr3,1078740,12,36
chr3,1078750,71,64
chr3,1078760,25,5
chr2,1078770,93,23
chr1,1078780,76,45
chr2,1078790,143,31
chr3,1078800,0,40
chr3,1078810,53,5
chr1,1078820,69,52
chr2,1078830,41,24
chr3,1078840,54,31
chr2,1078850,50,60
chr1,1078860,146,37
chr1,1078870,29,101
chr2,1078880,61,40
chr1,1078890,57,85
chr2,1078900,31,87
chr2,1078910,6,48
chr2,1078920,28,150
chr3,1078930,76,99
chr3,1078940,73,49
chr2,1078950,81,67
chr1,1078960,13,31
chr1,1078970,8,54
chr3,1078980,84,19
chr2,1078990,43,27
chr3,1079000,32,117
chr2,1079010,83,62
chr1,1079020,50,38
chr1,1079030,14,14
chr3,1079040,13,8
chr1,1079050,9,172
chr2,1079060,97,81
chr1,1079070,23,6
chr1,1079080,111,22
chr3,1079090,87,8
chr2,1079100,75,108
chr3,1079110,50,54
chr3,1079120,49,19
chr1,1079130,19,70
chr2,1079140,53,143
chr2,1079150,103,47
chr3,1079160,108,44
chr3,1079170,11,98
chr1,1079180,30,15
chr2,1079190,30,61
chr2,1079200,11,13
chr1,1079210,6,28
chr3,1079220,36,106
chr2,1079230,63,100
chr1,1079240,4,16
chr3,1079250,13,150
chr1,1079260,93,91
chr2,1079270,19,3
chr3,1079280,122,77
chr1,1079290,17,49
chr1,1079300,45,69
chr1,1079310,24,8
chr2,1079320,129,10
chr2,1079330,25,49
chr2,1079340,111,57
chr1,1079350,50,35
chr2,1079360,45,129
chr1,1079370,70,115
chr1,1079380,99,10
chr1,1079390,67,14
chr3,1079400,86,35
chr1,1079410,152,41
chr2,1079420,62,96
chr1,1079430,13,14
chr2,1079440,90,26
chr3,1079450,122,14
chr3,1079460,67,16
chr1,1079470,3,37
chr2,1079480,75,59
chr3,1079490,23,81
chr3,1079500,6,33
chr3,1079510,14,13
chr2,1079520,22,55
chr1,1079530,48,17
chr1,1079540,12,38
chr3,1079550,81,31
chr1,1079560,4,24
chr3,1079570,29,5
chr2,1079580,38,75
chr1,1079590,149,24
chr2,1079600,21,136
chr1,1079610,34,14
chr2,1079620,25,74
chr2,1079630,26,29
chr1,1079640,58,45
chr3,1079650,53,75
chr3,1079660,13,124
chr2,1079670,50,6
chr2,1079680,10,95
chr3,1079690,36,54
chr1,1079700,45,125
chr1,1079710,127,61
chr2,1079720,56,56
chr1,1079730,18,81
chr2,1079740,77,44
chr1,1079750,80,95
chr2,1079760,187,8
chr1,1079770,152,33
chr2,1079780,63,115
chr3,1079790,9,24
chr3,1079800,58,78
chr3,1079810,76,16
chr3,1079820,67,43
chr2,1079830,63,46
chr1,1079840,20,28
chr2,1079850,39,159
chr2,1079860,19,49
chr2,1079870,175,15
chr1,1079880,7,84
chr2,1079890,91,61
chr3,1079900,24,37
chr3,1079910,121,33
chr2,1079920,23,38
chr3,1079930,137,46
chr3,1079940,66,58
chr1,1079950,45,1
chr2,1079960,62,15
chr2,1079970,57,8
chr3,1079980,56,29
chr2,1079990,34,10
chr2,1080000,31,61
chr3,1080010,122,14
chr3,1080020,74,100
chr2,1080030,114,34
chr1,1080040,10,96
chr3,1080050,9,84
chr2,1080060,144,45
chr3,1080070,74,125
chr2,1080080,162,10
chr2,1080090,12,132
chr1,1080100,47,39
chr3,1080110,20,5
chr1,1080120,96,48
chr3,1080130,71,6
chr1,1080140,50,39
chr3,1080150,25,47
chr1,1080160,42,43
chr1,1080170,50,27
chr3,1080180,88,13
chr1,1080190,78,28
chr1,1080200,15,6
chr3,1080210,42,127
chr3,1080220,37,19
chr2,1080230,69,98
chr3,1080240,73,49
chr2,1080250,32,11
chr1,1080260,51,80
chr3,1080270,46,38
chr2,1080280,80,68
chr3,1080290,61,75
chr2,1080300,76,59
chr2,1080310,83,41
chr3,1080320,10,12
chr1,1080330,24,41
chr1,1080340,71,3
chr2,1080350,57,37
chr2,1080360,57,7
chr1,1080370,145,28
chr3,1080380,42,54
chr3,1080390,8,35
chr1,1080400,11,43
chr1,1080410,37,6
chr1,1080420,19,28
chr2,1080430,18,17
chr1,1080440,64,14
chr1,1080450,44,119
chr1,1080460,10,24
chr1,1080470,5,25
chr3,1080480,93,5
chr3,1080490,109,25
chr1,1080500,13,74
chr2,1080510,19,43
chr2,1080520,7,81
chr3,1080530,152,8
chr2,1080540,61,96
chr2,1080550,49,45
chr3,1080560,117,5
chr1,1080570,27,33
chr1,1080580,72,125
chr3,1080590,59,19
chr1,1080600,43,15
chr1,1080610,11,11
chr3,1080620,14,12
chr3,1080630,22,46
chr3,1080640,39,6
chr2,1080650,129,51
chr3,1080660,3,117
chr3,1080670,29,166
chr3,1080680,95,3
chr3,1080690,7,14
chr1,1080700,131,15
chr3,1080710,168,11
chr3,1080720,106,45
chr2,1080730,27,12
chr2,1080740,28,108
chr1,1080750,65,118
chr3,1080760,2,49
chr3,1080770,16,31
chr3,1080780,49,47
chr2,1080790,3,17
chr1,1080800,5,70
chr2,1080810,18,36
chr3,1080820,42,89
chr2,1080830,5,44
chr3,1080840,61,12
chr3,1080850,17,38
chr3,1080860,20,79
chr1,1080870,5,72
chr2,1080880,78,24
chr3,1080890,45,39
chr3,1080900,31,57
chr1,1080910,107,40
chr1,1080920,30,40
chr3,1080930,32,9
chr3,1080940,85,41
chr3,1080950,63,65
chr3,1080960,64,71
chr1,1080970,66,54
chr2,1080980,59,60
chr1,1080990,125,58
chr1,1081000,75,12
chr2,1081010,50,5
chr3,1081020,164,35
chr3,1081030,89,108
chr2,1081040,54,134
chr1,1081050,123,42
chr3,1081060,34,7
chr2,1081070,24,61
chr2,1081080,30,10
chr2,1081090,8,111
chr3,1081100,38,109
chr2,1081110,41,22
chr1,1081120,84,38
chr1,1081130,33,33
chr2,1081140,45,13
chr2,1081150,42,6
chr2,1081160,60,13
chr1,1081170,20,89
chr3,1081180,46,58
chr1,1081190,33,3
chr2,1081200,35,64
chr3,1081210,95,83
chr3,1081220,52,40
chr2,1081230,52,16
chr2,1081240,58,62
chr1,1081250,3,18
chr1,1081260,176,19
chr1,1081270,116,45
chr2,1081280,61,17
chr3,1081290,86,30
chr1,1081300,71,47
chr2,1081310,23,99
chr3,1081320,19,179
chr2,1081330,16,5
chr2,1081340,20,40
chr2,1081350,52,90
chr1,1081360,56,45
chr2,1081370,95,68
chr2,1081380,119,32
chr2,1081390,82,77
chr1,1081400,29,19
chr2,1081410,36,118
chr2,1081420,10,23
chr1,1081430,26,5
chr2,1081440,102,16
chr3,1081450,19,133
chr2,1081460,41,59
chr2,1081470,25,100
chr1,1081480,47,4
chr1,1081490,51,42
chr1,1081500,95,95
chr1,1081510,12,88
chr3,1081520,75,13
chr2,1081530,48,16
chr2,1081540,85,40
chr3,1081550,24,132
chr1,1081560,23,173
chr2,1081570,11,169
chr3,1081580,13,106
chr2,1081590,155,10
chr3,1081600,27,1
chr3,1081610,65,16
chr2,1081620,31,17
chr1,1081630,29,115
chr1,1081640,25,108
chr3,1081650,133,39
chr1,1081660,70,92
chr2,1081670,18,135
chr3,1081680,79,60
chr2,1081690,163,26
chr2,1081700,88,88
chr1,1081710,61,37
chr2,1081720,60,52
chr3,1081730,10,13
chr3,1081740,97,4
chr2,1081750,8,188
chr2,1081760,92,99
chr3,1081770,49,45
chr1,1081780,4,29
chr1,1081790,121,29
chr1,1081800,104,29
chr2,1081810,19,62
chr2,1081820,92,33
chr3,1081830,21,62
chr3,1081840,87,34
chr3,1081850,176,16
chr3,1081860,53,72
chr1,1081870,32,7
chr2,1081880,22,55
chr2,1081890,51,80
chr1,1081900,8,68
chr3,1081910,37,101
chr3,1081920,95,21
chr2,1081930,22,89
chr3,1081940,21,50
chr2,1081950,17,39
chr1,1081960,6,21
chr2,1081970,30,33
chr1,1081980,70,47
chr3,1081990,54,98
chr2,1082000,84,53
chr3,1082010,72,16
chr3,1082020,77,101
chr3,1082030,46,18
chr2,1082040,136,20
chr3,1082050,48,3
chr2,1082060,13,39
chr3,1082070,91,54
chr1,1082080,25,61
chr2,1082090,30,19
chr1,1082100,66,67
chr1,1082110,25,23
chr2,1082120,57,93
chr2,1082130,28,21
chr2,1082140,14,142
chr3,1082150,20,153
chr3,1082160,27,122
chr1,1082170,10,71
chr2,1082180,11,11
chr1,1082190,108,85
chr3,1082200,21,66
chr1,1082210,9,35
chr1,1082220,31,167
chr2,1082230,44,116
chr2,1082240,3,60
chr1,1082250,116,66
chr3,1082260,21,53
chr1,1082270,52,104
chr3,1082280,54,95
chr1,1082290,37,23
chr1,1082300,46,145
chr2,1082310,12,71
chr1,1082320,38,12
chr3,1082330,22,44
chr1,1082340,87,62
chr1,1082350,2,113
chr3,1082360,49,47
chr1,1082370,95,34
chr1,1082380,61,27
chr1,1082390,17,60
chr1,1082400,112,13
chr3,1082410,21,42
chr3,1082420,10,83
chr3,1082430,14,61
chr3,1082440,172,18
chr1,1082450,10,136
chr3,1082460,55,126
chr1,1082470,42,7
chr2,1082480,85,5
chr1,1082490,108,29
chr1,1082500,15,59
chr3,1082510,83,3
chr3,1082520,129,31
chr3,1082530,8,14
chr2,1082540,23,22
chr1,1082550,19,57
chr2,1082560,49,96
chr1,1082570,148,23
chr1,1082580,14,58
chr2,1082590,43,19
chr2,1082600,27,41
chr1,1082610,28,33
chr2,1082620,23,7
chr3,1082630,7,115
chr1,1082640,60,57
chr3,1082650,149,16
chr2,1082660,7,97
chr3,1082670,46,73
chr2,1082680,41,82
chr3,1082690,98,101
chr2,1082700,14,51
chr1,1082710,57,6
chr1,1082720,32,9
chr1,1082730,71,62
chr1,1082740,121,23
chr2,1082750,36,107
chr3,1082760,31,18
chr1,1082770,21,6
chr2,1082780,113,4
chr2,1082790,23,53
chr1,1082800,27,103
chr1,1082810,59,33
chr2,1082820,59,75
chr3,1082830,29,10
chr2,1082840,15,29
chr1,1082850,35,3
chr1,1082860,17,7
chr1,1082870,42,52
chr3,1082880,22,125
chr3,1082890,51,40
chr3,1082900,45,129
chr2,1082910,27,32
chr2,1082920,3,42
chr3,1082930,31,15
chr3,1082940,66,36
chr1,1082950,20,127
chr1,1082960,168,29
chr2,1082970,166,23
chr3,1082980,150,26
chr3,1082990,36,150
chr2,1083000,176,12
chr3,1083010,10,42
chr1,1083020,62,54
chr3,1083030,125,5
chr2,1083040,20,15
chr2,1083050,27,15
chr3,1083060,76,78
chr2,1083070,14,31
chr1,1083080,62,53
chr1,1083090,27,4
chr1,1083100,36,55
chr3,1083110,27,125
chr2,1083120,41,84
chr1,1083130,17,119
chr2,1083140,145,51
chr2,1083150,8,37
chr2,1083160,100,52
chr1,1083170,39,2
chr2,1083180,6,26
chr1,1083190,21,154
chr1,1083200,67,113
chr1,1083210,94,32
chr3,1083220,29,13
chr2,1083230,65,51
chr3,1083240,5,32
chr3,1083250,113,23
chr3,1083260,9,40
chr3,1083270,29,16
chr1,1083280,32,131
chr1,1083290,11,47
chr2,1083300,111,69
chr2,1083310,116,57
chr1,1083320,43,152
chr2,1083330,96,89
chr2,1083340,45,104
chr3,1083350,56,76
chr3,1083360,122,31
chr3,1083370,12,53
chr3,1083380,61,8
chr3,1083390,15,170
chr1,1083400,87,38
chr3,1083410,34,131
chr3,1083420,127,47
chr1,1083430,134,54
chr3,1083440,62,29
chr2,1083450,17,76
chr1,1083460,17,19
chr2,1083470,26,150
chr2,1083480,57,32
chr1,1083490,60,109
chr1,1083500,4,21
chr3,1083510,35,10
chr1,1083520,106,80
chr1,1083530,72,87
chr3,1083540,72,46
chr3,1083550,109,52
chr1,1083560,21,20
chr3,1083570,51,19
chr3,1083580,44,126
chr3,1083590,28,167
chr2,1083600,55,68
chr3,1083610,82,115
chr2,1083620,96,12
chr1,1083630,24,136
chr2,1083640,116,41
chr2,1083650,9,19
chr2,1083660,9,89
chr2,1083670,28,43
chr2,1083680,51,98
chr2,1083690,87,85
chr1,1083700,28,4
chr1,1083710,14,56
chr1,1083720,44,9
chr2,1083730,23,31
chr3,1083740,138,12
chr2,1083750,33,106
chr1,1083760,77,12
chr2,1083770,98,97
chr1,1083780,58,108
chr3,1083790,51,35
chr3,1083800,73,49
chr1,1083810,49,43
chr1,1083820,91,44
chr2,1083830,81,71
chr2,1083840,48,38
chr2,1083850,64,94
chr3,1083860,98,42
chr3,1083870,9,104
chr3,1083880,71,77
chr2,1083890,91,19
chr1,1083900,62,49
chr1,1083910,20,62
chr2,1083920,44,4
chr2,1083930,7,24
chr1,1083940,41,55
chr1,1083950,51,9
chr3,1083960,36,113
chr2,1083970,34,22
chr3,1083980,138,54
chr3,1083990,30,165
chr1,1084000,13,30
chr2,1084010,14,104
chr1,1084020,57,112
chr3,1084030,35,84
chr2,1084040,27,131
chr3,1084050,71,6
chr3,1084060,45,148
chr1,1084070,12,36
chr2,1084080,161,21
chr2,1084090,83,79
chr2,1084100,68,11
chr2,1084110,28,86
chr3,1084120,30,31
chr1,1084130,6,56
chr2,1084140,71,22
chr3,1084150,85,111
chr1,1084160,144,35
chr1,1084170,26,57
chr1,1084180,7,14
chr2,1084190,58,113
chr3,1084200,13,72
chr1,1084210,36,149
chr1,1084220,46,4
chr1,1084230,84,50
chr3,1084240,16,29
chr3,1084250,23,25
chr2,1084260,71,26
chr2,1084270,17,27
chr3,1084280,38,29
chr2,1084290,52,32
chr3,1084300,20,66
chr2,1084310,63,46
chr2,1084320,150,15
chr3,1084330,144,12
chr1,1084340,10,47
chr1,1084350,14,92
chr2,1084360,64,104
chr1,1084370,53,31
chr1,1084380,20,148
chr2,1084390,11,35
chr1,1084400,22,103
chr3,1084410,38,104
chr3,1084420,39,24
chr1,1084430,55,64
chr3,1084440,36,11
chr3,1084450,128,64
chr1,1084460,10,26
chr3,1084470,21,125
chr2,1084480,47,95
chr2,1084490,101,86
chr2,1084500,124,26
chr1,1084510,83,12
chr3,1084520,43,22
chr1,1084530,96,81
chr1,1084540,35,53
chr3,1084550,149,7
chr3,1084560,6,98
chr3,1084570,19,11
chr1,1084580,11,77
chr1,1084590,53,65
chr2,1084600,91,19
chr1,1084610,37,141
chr3,1084620,51,129
chr1,1084630,93,93
chr2,1084640,54,59
chr3,1084650,172,21
chr2,1084660,76,108
chr1,1084670,16,118
chr1,1084680,41,9
chr2,1084690,23,7
chr2,1084700,14,92
chr3,1084710,101,39
chr3,1084720,60,89
chr2,1084730,59,65
chr3,1084740,24,22
chr2,1084750,13,8
chr2,1084760,89,33
chr1,1084770,108,12
chr2,1084780,14,26
chr3,1084790,23,54
chr2,1084800,50,102
chr1,1084810,68,131
chr3,1084820,133,59
chr2,1084830,91,13
chr1,1084840,31,81
chr3,1084850,16,23
chr1,1084860,51,29
chr1,1084870,48,9
chr3,1084880,148,19
chr1,1084890,32,12
chr1,1084900,41,108
chr1,1084910,20,120
chr3,1084920,33,146
chr1,1084930,6,39
chr2,1084940,24,164
chr1,1084950,42,44
chr2,1084960,12,8
chr1,1084970,8,62
chr2,1084980,20,4
chr3,1084990,26,6
chr1,1085000,113,53
chr2,1085010,90,69
chr3,1085020,45,22
chr1,1085030,133,39
chr1,1085040,37,39
chr1,1085050,20,114
chr3,1085060,22,32
chr3,1085070,10,85
chr2,1085080,91,22
chr1,1085090,20,4
chr2,1085100,20,21
chr2,1085110,65,57
chr2,1085120,64,130
chr2,1085130,23,127
chr2,1085140,41,102
chr1,1085150,12,60
chr3,1085160,106,72
chr2,1085170,72,16
chr3,1085180,47,76
chr2,1085190,149,31
chr1,1085200,128,69
chr2,1085210,26,9
chr2,1085220,77,58
chr2,1085230,81,14
chr1,1085240,115,13
chr2,1085250,17,41
chr1,1085260,46,62
chr3,1085270,60,133
chr3,1085280,41,90
chr3,1085290,55,11
chr1,1085300,125,66
chr2,1085310,134,22
chr3,1085320,25,122
chr3,1085330,53,144
chr2,1085340,70,26
chr3,1085350,18,16
chr3,1085360,11,44
chr2,1085370,28,54
chr1,1085380,21,67
chr1,1085390,147,41
chr3,1085400,71,22
chr3,1085410,7,36
chr1,1085420,22,46
chr3,1085430,60,105
chr1,1085440,15,11
chr3,1085450,7,16
chr3,1085460,34,75
chr1,1085470,54,25
chr2,1085480,42,32
chr3,1085490,3,32
chr3,1085500,36,12
chr2,1085510,83,87
chr3,1085520,7,26
chr2,1085530,6,92
chr2,1085540,112,84
chr1,1085550,25,27
chr2,1085560,35,137
chr1,1085570,9,31
chr1,1085580,53,111
chr1,1085590,24,18
chr3,1085600,44,32
chr3,1085610,69,92
chr2,1085620,18,94
chr1,1085630,5,34
chr3,1085640,141,36
chr3,1085650,15,23
chr2,1085660,62,60
chr3,1085670,7,89
chr3,1085680,48,122
chr3,1085690,29,23
chr3,1085700,35,2
chr3,1085710,35,57
chr3,1085720,160,20
chr2,1085730,40,139
chr1,1085740,11,25
chr3,1085750,21,17
chr1,1085760,54,35
chr2,1085770,22,117
chr2,1085780,88,32
chr1,1085790,42,11
chr1,1085800,10,93
chr2,1085810,49,123
chr3,1085820,21,72
chr1,1085830,82,25
chr1,1085840,82,22
chr3,1085850,27,3
chr1,1085860,90,20
chr3,1085870,38,125
chr2,1085880,107,39
chr1,1085890,39,93
chr3,1085900,69,30
chr3,1085910,14,12
chr2,1085920,3,32
chr1,1085930,24,11
chr3,1085940,116,71
chr1,1085950,19,12
chr3,1085960,46,8
chr1,1085970,16,24
chr1,1085980,133,64
chr3,1085990,66,124
chr3,1086000,8,28
chr1,1086010,24,27
chr1,1086020,57,3
chr2,1086030,52,101
chr3,1086040,42,4
chr1,1086050,67,100
chr1,1086060,65,107
chr3,1086070,71,14
chr1,1086080,30,126
chr1,1086090,12,99
chr2,1086100,17,63
chr2,1086110,128,57
chr3,1086120,8,14
chr3,1086130,15,107
chr3,1086140,42,32
chr2,1086150,3,17
chr2,1086160,112,8
chr2,1086170,62,2
chr1,1086180,47,147
chr2,1086190,16,29
chr2,1086200,37,103
chr3,1086210,23,138
chr2,1086220,56,9
chr2,1086230,105,36
chr1,1086240,9,41
chr2,1086250,62,16
chr3,1086260,15,33
chr1,1086270,62,63
chr2,1086280,32,4
chr2,1086290,104,57
chr2,1086300,90,93
chr1,1086310,11,32
chr1,1086320,41,87
chr2,1086330,48,62
chr3,1086340,26,18
chr2,1086350,36,15
chr1,1086360,114,21
chr1,1086370,57,44
chr1,1086380,120,9
chr3,1086390,126,39
chr2,1086400,32,24
chr2,1086410,29,16
chr1,1086420,143,13
chr2,1086430,28,55
chr3,1086440,39,52
chr3,1086450,145,22
chr2,1086460,18,107
chr2,1086470,95,10
chr2,1086480,34,143
chr2,1086490,68,4
chr2,1086500,18,93
chr2,1086510,111,7
chr1,1086520,10,20
chr1,1086530,30,20
chr1,1086540,54,142
chr3,1086550,78,41
chr3,1086560,96,10
chr3,1086570,40,126
chr3,1086580,144,15
chr1,1086590,2,32
chr2,1086600,163,15
chr2,1086610,109,81
chr2,1086620,30,90
chr3,1086630,119,65
chr1,1086640,37,11
chr2,1086650,39,94
chr3,1086660,30,96
chr3,1086670,21,152
chr3,1086680,71,56
chr2,1086690,73,76
chr1,1086700,67,36
chr2,1086710,26,8
chr1,1086720,53,98
chr1,1086730,43,26
chr2,1086740,103,82
chr2,1086750,23,19
chr3,1086760,25,53
chr3,1086770,14,95
chr2,1086780,45,89
chr2,1086790,42,52
chr1,1086800,44,131
chr1,1086810,57,85
chr3,1086820,138,17
chr1,1086830,154,22
chr2,1086840,140,18
chr1,1086850,21,16
chr1,1086860,14,55
chr1,1086870,113,48
chr2,1086880,89,48
chr3,1086890,24,132
chr1,1086900,25,133
chr2,1086910,38,89
chr1,1086920,65,21
chr1,1086930,154,32
chr2,1086940,95,2
chr1,1086950,146,29
chr2,1086960,73,21
chr3,1086970,24,34
chr1,1086980,41,3
chr2,1086990,35,5
chr1,1087000,128,29
chr1,1087010,65,125
chr1,1087020,13,21
chr2,1087030,27,40
chr2,1087040,78,27
chr2,1087050,100,68
chr3,1087060,107,28
chr1,1087070,55,14
chr2,1087080,12,158
chr1,1087090,12,148
chr1,1087100,30,58
chr1,1087110,5,18
chr2,1087120,35,62
chr3,1087130,25,3
chr3,1087140,11,129
chr3,1087150,113,21
chr3,1087160,58,124
chr2,1087170,84,36
chr3,1087180,93,75
chr3,1087190,56,109
chr2,1087200,62,54
chr2,1087210,69,31
chr1,1087220,41,21
chr1,1087230,70,44
chr3,1087240,3,22
chr1,1087250,19,67
chr2,1087260,99,60
chr1,1087270,94,25
chr1,1087280,6,25
chr2,1087290,73,12
chr3,1087300,16,5
chr1,1087310,100,62
chr1,1087320,21,149
chr3,1087330,149,27
chr1,1087340,85,15
chr3,1087350,65,89
chr2,1087360,117,58
chr2,1087370,70,91
chr3,1087380,105,86
chr2,1087390,101,76
chr2,1087400,141,38
chr2,1087410,75,14
chr2,1087420,31,103
chr2,1087430,18,89
chr2,1087440,20,5
chr1,1087450,36,10
chr1,1087460,94,7
chr1,1087470,47,60
chr2,1087480,46,93
chr1,1087490,23,20
chr3,1087500,43,78
chr3,1087510,15,38
chr3,1087520,14,173
chr1,1087530,58,8
chr2,1087540,32,11
chr3,1087550,72,12
chr1,1087560,8,29
chr1,1087570,20,43
chr2,1087580,41,54
chr2,1087590,59,17
chr1,1087600,96,30
chr2,1087610,118,57
chr2,1087620,62,81
chr2,1087630,109,61
chr2,1087640,153,28
chr2,1087650,38,120
chr1,1087660,131,51
chr3,1087670,68,67
chr1,1087680,102,10
chr1,1087690,12,49
chr1,1087700,25,22
chr1,1087710,20,122
chr1,1087720,21,22
chr2,1087730,21,134
chr3,1087740,18,107
chr2,1087750,67,70
chr3,1087760,14,58
chr1,1087770,105,46
chr1,1087780,73,46
chr1,1087790,22,2
chr1,1087800,27,41
chr1,1087810,32,85
chr1,1087820,20,29
chr1,1087830,74,17
chr3,1087840,73,49
chr1,1087850,69,13
chr1,1087860,53,141
chr1,1087870,36,9
chr3,1087880,8,48
chr3,1087890,18,8
